circuit,num_qubits,t_count,operator_norm_distance
01_controlled_y,2,8,6.661338147750939e-16
02_cry_pi_7,2,66438,2.454128380355445e-05
03_exp_zz,2,31083,2.1917518067832866e-05
04_exp_h1,2,62178,4.2740620713616615e-05
05_swap_exact,2,0,2.0
06_ising,2,92229,5.5676213988268525e-05
08_structured_1,2,30452,1.0193867635151007e-05
09_qft,2,3,1.9999999999999987
10_random,2,254412,6.0748384351647624e-05
10_random,2,254412,6.0748384351647624e-05
11_diagonal,4,11,5.202671410957641e-15
